Time: 0.0, Angular acceleration X: 0.0382954, Angular acceleration y: 1.5325,
Time: 4.679, Angular acceleration X: -1.5479, Angular acceleration y: 3.1187,
Time: 4.754, Angular acceleration X: -1.54357, Angular acceleration y: 3.11436,
Time: 4.825, Angular acceleration X: -1.53855, Angular acceleration y: 3.10935,
Time: 4.891, Angular acceleration X: -1.52933, Angular acceleration y: 3.10012,
Time: 4.963, Angular acceleration X: -1.64413, Angular acceleration y: -3.06825,
Time: 5.035, Angular acceleration X: -1.63979, Angular acceleration y: -3.0726,
Time: 5.105, Angular acceleration X: -1.65527, Angular acceleration y: -3.05712,
Time: 5.175, Angular acceleration X: -1.69565, Angular acceleration y: -3.01674,
Time: 5.242, Angular acceleration X: -1.7219, Angular acceleration y: -2.99049,
Time: 5.311, Angular acceleration X: -1.59154, Angular acceleration y: -3.12085,
Time: 5.381, Angular acceleration X: -1.51063, Angular acceleration y: 3.08142,
Time: 5.45, Angular acceleration X: -1.46377, Angular acceleration y: 3.03456,
Time: 5.52, Angular acceleration X: -1.5144, Angular acceleration y: 3.0852,
